names,overview,TV_Movie,Adventure,Comedy,Fantasy,Romance,Family,History,Documentary,War,Crime,Drama,Horror,Thriller,Animation,Action,Science_Fiction,Mystery,Western,Music
The Impossible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Love Hard,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extraction 2,"After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission. Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Sydney, in order to get revenge.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fantastic Beasts: A Natural History,"Stephen Fry embarks on a journey to discover the stories behind some of the world's most fantastic beasts that have inspired myths and legends in history, story-telling and film.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What's Eating Gilbert Grape,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dragonball Evolution,"On his 18th birthday, Goku receives a mystical Dragonball as a gift from his grandfather. There are only six others like it in the whole world, and legend has it that whoever possesses all seven will be granted one perfect wish. When the arrival of a dark force triggers a tragedy, Goku and his companions are propelled into an epic quest to collect the seven Dragonballs and save the Earth from destruction.",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Little Richard: I Am Everything,"The story of the Black queer origins of rock n' roll. It explodes the whitewashed canon of American pop music to reveal the innovator - the originator - Richard Penniman. Through a wealth of archive and performance that brings us into Richard's complicated inner world, the film unspools the icon's life story with all its switchbacks and contradictions.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Blue Lagoon: The Awakening,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eraser: Reborn,"U.S. Marshal Mason Pollard specializes in “erasing” people – faking the deaths of high-risk witnesses. With the technological advances of the last 25 years, the game has upgraded, and it’s just another day at the office when he’s assigned to Rina Kimura, a crime boss’ wife who’s decided to turn state’s evidence. As the two flee to Cape Town, South Africa, Pollard discovers he’s been set up and will need to be at the top of his game, or he’ll be the one who’s erased.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Yojimbo,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Viva Las Vegas,"Lucky Jackson arrives in town with his car literally in tow ready for the first Las Vegas Grand Prix - once he has the money to buy an engine. He gets the cash easily enough but mislays it when the pretty swimming pool manageress takes his mind off things. It seems he will lose both race and girl, problems made more difficult by rivalry from Elmo Mancini, fellow racer and womaniser.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fullmetal Alchemist the Movie: The Sacred Star of Milos,"After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.",0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
My Mother is a Belly Dancer,A story of four women who take belly dancing lessons to escape from their lives.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hellraiser: Hellseeker,"Kirsty Cotton is now all grown up and married. Her memory of the events that took place back at her parent's home and the mental institution have dimmed, but she is still traumatized. A fatal car crash kills Kirsty. Now, her husband finds himself in a strange world full of sexy women, greed and murder, making him believe that he is in hell.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Last Shift,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Halloween II,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Can You Keep a Secret?,"Emma Corrigan, a girl with a few secrets on a turbulent plane ride, thinks she’s about to die, Emma spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about Emma.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Emmanuelle,"Emmanuelle, a svelte, naive young woman, is en route to Bangkok where she'll join her new husband. He works for the French Embassy and has a lovely home, several dedicated servants, and an expensive car at his disposal. Once Emmanuelle arrives, her husband and a few friends introduce her to a realm of sexual ecstasy she'd never imagined.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wu Kong,"The story tells the story of Sun Wukong and Erlang Shen, who come to the Immortal Mountain to cultivate their skills. They gain friendship, experience love and ultimately betrayal, growing throughout their life journey.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Messenger: The Story of Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Peter Pan & Wendy,"Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandemic,"After a virus of epic proportions overwhelms the planet—with more infected than uninfected—humanity is losing its grip on survival and its only hope is finding a cure and keeping the infected contained. Lauren, a doctor, arrives in Los Angeles with her crack team to lead the hunt for uncontaminated civilian survivors, but nothing can prepare them for the blood-soaked mayhem they witness as they head into the Californian streets where everything is considered a trap.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
